content,score,upvotes
hem serfeli hemde deyilen unvana tez catirilma var razi qaldim,5,2
 əla proqramdı,5,0
bu praqramı çıxardanın allah canını sağ eyləsin uşaqlar böyüklər aça bilməyənlər bu praqramı belə açılır birinci nömrənizi uxarı yazıb aşağıya isə xbzz4soynyn,5,0
yaxşıdı proqramdı,5,0
cox ela proqramdur,5,0
yeniləmədən sonra şəkil qoydum profilə indi şəkili necə silmək olar,5,5
heç bir yerdə növbə gözləmədən işinizi həll edə bilmək məncə hər şeyə dəyər,5,4
əladır,5,0
könül,3,0
işləmir,1,0
poxa qalsin proqraminiz wekil gondermek olmur,1,6
toplam 5dq çəkmədi sənədin verilməsi və təsdiqi çox gözəl tətbiqdir,5,6
əla,5,0
çox raziyam rahat və əladir,5,0
elan yerleşdirdim bir ay keçdi heç ne olmadıbəyənmədim,1,0
qiymətlər sifarişdə ayrı olur ünvana çatanda ayrı olur bəzən sürücülərin hamısı olmasa da bəziləri özünə hörmət eləmir heç işçi götürəndə diqqətli olmursunuz bəzən sürücülər xəritədə göstərilsə belə ünvanı düzgün tapa bilmir,1,1
salam bu 28 versiyasıdı,5,0
salam mən onlayn söhbətdə sizə sms yaza bilmirəm neydən ola bilər,1,4
burda kart kodu istəyir axı ora nə yazaq birdən kartımızdan pul çıxıb eliyərlər,5,1
sizi kimi mesulyetsiz insanların pulun alan şirkete daha xuy zakaz ederem sizin kimi şirket yer uzunde olmamalıdı artığ size heç 1 ulduzda düşmür ulduza layiq şirket deyilsiz,1,14
cox gozel,5,3
tədbiq çox rahat və asandi  respect nar,5,0
pis deyil,5,0
əla,5,0
tez tez ana mendudan atır yenidən qeydiyat edirəm,5,4
əla,5,0
çox əlla tətbiqidir,5,0
her wey eladir,4,0
əla,5,0
coox piss heç kim danışmır bu programda telefonum 4ram 9android  mi 8 xiaomi mən istəyirəm ki danışsın kimsə yolları desin ama məzələnir mənlə  seyliyir bu program   google xəritəsi yaxşıdı rahatdı  birdə yandex xəritə  bu programa sakkizda düşmür  72 mg nolsun ama yoxdu işləmir  yandex ama qirgindir,1,0
çox yaxşı tedbqdi,5,0
əla,5,1
men qeydiyyatdan kecirem alinmir axi gah yazir soyadı ingilis herfleriyle yaz gahda deyir imeyl yalnişdi,5,1
salam mənə ancaq 200 mb verir xaiş edirəm 5gb versin xaiş yazn,3,0
abb istifadə etdiyimə görə çox şanslıyam və hər kəsə tövsiyyə edirəm,5,0
çox əla proqram,5,3
umico hesabimi silmək istəyirəm ama proqramda bele bir bölmə yoxdur,2,1
çox gözəldir praqram bəyəndim,5,8
salam şifrə yaza bilmirəm nə yazıramsa yeni qaydalara uyğun deyil yazılır köməklik edə bilən var,5,0
çox gözəl və əlverişlidi,5,1
salam bunu oxuyan gözəl insan  necəsənözün yatıb özün dura bilirsən,5,0
1 pik saatlarda qiymət qalxdığı üçün 2 yağış yağanda qiymət artığı üçün 3 youtube və mobil aplikasiyalarda bezdirici və sıx intervalla olan reklamınız üçün istifadəçi proqramdır 30 qəpiklik suyu bulvarda 1 manata satanlar kimi bunlar da tələbat olan zaman qiyməti qaldırır,1,0
indi köçürürem eşdıyime göre müharibə iştirakçısı pulsuz 010 başlayan nömrə verilir  düzdümu,5,0
ela bir proqram,5,0
əla,5,1
masallı filialı bir bank əmədaşa qoşulanan soram sorğu sualıma cavab vermirlər akif di adı məsüliyyətə cəlb olunmağın isdirəm,1,2
yaxşı,4,0
çox gözəl proqramdır və çox gözəl bankdır sizi sevirəm abb,5,0
proqram yenə də işləmir tətbiqi silib yükkədim amma faydası olmadı xahiş olunur bu məsələyə bir an öncə baxasınız,1,3
əla,5,0
çox gözəl,5,0
əla,5,1
əladı,5,0
cox gözəl əla,5,0
hər dərdə dərman,5,0
əla,5,0
əladi ,5,0
çox gözəl bir uyğulamambqiymətləri çox yüksəkdir alınan rüsuma görə verilən zaman heç uyğun gəlmir,5,7
əla proqramdi,5,0
əladı,5,0
əla şikayət yoxdur,5,0
bərbatdı düzəldirsiz normal praqram düzəlsin,1,0
əla tətbiqdi,5,0
ela praqramdi tovsuye edirem,5,0
cox ysxsi praqramdinomremi baglidi ancaq balans var gosterdibilmirdim bildim sayenizde,5,0
mükəmməl,5,0
əla cooox əlverişlidi,5,0
əla,5,0
əladı,5,0
əla,5,0
əla,5,0
çox gözəl ,5,0
əla,5,0
imkan olanda proqrami duzeldin,1,0
əla proqramdır tövsiyə edirəm,5,0
əla,5,0
əla programdı hamıya tövsiyə edirəm,5,0
bu nece proqramdie qeydiyyatdan kecirem kod yaziramdavam et duymesini basiram hec bir reaksiya olmur acilmir proqram ici bele wey olar,1,4
ədv çox gec yüklənir,3,0
proqram yükldəndi amma açılmır,1,11
ela proqramdir,5,2
maraqlıdı,5,0
biz bolt u çox sevirik,5,0
super sayt tapaz,5,0
ise yariyir,5,0
salam mən ədv ni qeydyata saldm ama geri ala bilmədm necə edm,5,0
men qeydiyatdan keçe bilmedim komek eliyersiz,1,0
ömərə lənet,5,0
qəşəng qəşəng taksi şirkətlərinə ustanofqaya yarasa dahada yaxşı olar super olar,5,1
coxxx gozell,5,0
əladır xidmədlər,5,1
çox gözəl,5,0
yaxşı proqramdır ama menim eleanlarımı baxış sayı çox az olur,3,8
cox yaxsıdıproqramı kım yaradıbsa sagolsun,5,1
əla proqram dır,5,0
salam aleykum men karti elave etmek isdiyirem deyir bu xidmet hellelik dayanib onu mece duzeldim,3,0
çox gözəl və rahat mənə demişdilər bilmirdim hələ hecbirsey əldə etməmişəm amma rahatciligi adamı heyran edir,5,2
əladi,5,0
bezdirdiz ee vallahi el cekin da ne qeder reklam olar,1,0
əla,5,0
çox yaxşı,5,1
super proqramdi,5,10
sürücü səhvinə görə hesabım blok olundu,1,0
azercell kabinetin çox xoşlayıram amma imternet gecgec verir və az verir,5,0
bu kart eladir,5,0
əla zərdab filialında qosuldum,5,0
herşey yaxşidi ama siz kredit ayirmadiniz amma mene tam kart 5000 azn ayirdi,5,1
abbnin bütün xidmətləri mükəmməldir,5,2
əla,5,0
əla,5,0
salam proqram necə işləyir və kod nədir,5,0
qiymet normaldi programda qeyd olunan amaki suruculer bezen qesden uzun uzadi yolnan aparirlarki pul cox yazsincox naraziyam onnan,2,1
əla,5,0
tövsiyə edirəm,5,0
yaxşidir,5,0
əla,5,0
ela dir hamiya meslehetdir,4,0
qözəldi,5,0
terter f tesekkurler,5,0
əladır,5,0
qeydiyyatdan keçmək istəyirəm 3 gündü yazirki xidmət istemir,1,0
bütün esebimi pozdu 30 dene kod geldi amma heç bir kodla girmək olmur bu proqramı sadə eləyin bu qədər qəliz eləməyin nifrət elədim abb oraqramina,1,1
pul köçürde bilmirəm,5,0
əla,5,2
muellif veliyev vefali,5,0
taksk gəlir sonra deyirki ləvğ edirəm məndə gecikdim o sürücüyə görə olmaz axı bele kartlada aparmırlar,1,2
əla,5,0
yaxşıdı,5,0
nömrəmə kod göndərməlidi amma göndərmir aça bilmirəm tətbiqi,3,1
çox əla,5,0
əla,5,0
salam men bir bankin kart qeydiyyat bolmesinen karti qeyydiyyatdan kecirmey isdiyirem melumatlari yazanan sora deyir xeta serverden elaqe yaratmag mumkun olmur xayis edirem bu prablemi aradan qaldirasiz,1,11
bu proqramdan 2 ci dəfədir istifadə edirəm gediş haqqından əlavə məndən 1520 tutur və məlumat verilmir gediş haqqı göstərilirsə əlavə faiz də göstərilməlidir bunu bilmək müştəri kimi mənim haqqımdır hələ nəzərinizə çatdırım ki faizlə birlikdə qiymət digər şirkətlərlə müqayisədə çox fərq edir,1,1
reklama pul teleb eliyir,1,3
superçox süper,5,0
mən daxil ola bilmirəmxaiş edirəm düzəldin,5,0
çox möhtəşəm,5,0
ela proqramdir,5,1
əla praqramdi,5,0
cox pis cox unvan daxil edilmeyib,1,0
əla rahat və sərfəli,5,0
çox yaxşı proqramdır mənədə bəzi şeyləri ucuz qiymətə almağıma köməy oldu,5,1
salamtetbiqi beyenirem xeyli zamandi iw axtariramve elan verdim inweallah munasib bir iw taparam doqrudu seviyyesiz adamlar nomreni elandan qoturub cox narahat ediller insani,5,1
kohne proqram daha yaxwi idi meqabayitlari deqiq gosderirdi,5,0
azərbaycanın ən yaxşı bankı,5,0
sürücülər yazılan qiymət xoşlarına gəlmədikdə ləğv edirlərvəya bizdən ləğv etməyi tələb edirlər,1,88
əla hər nə istəsən tapmaq olur,5,0
her xidmetivize gore coxsaolun,5,2
çoxxxxx gözəldiiiiiiiiii,5,0
əladır,4,0
çox əla işləyir,5,0
çox münasib bir praqramdi hamiya tövsúyye edirem,5,0
əladır,5,0
2ci nomre elave etmek olsa yaxsi olar,5,3
əladı süperrr bele proqram yoxdu əlaaaaa,5,0
çox gözəl əla,5,0
əla,5,0
çox gözəl proqramdı,5,0
əla,5,0
əla,5,1
istifade edirem ama cox pis proqramdir mecburiyyetden istifade edirem onlayn odenislerim olur deye,1,0
kredit ayrilsa gozel olar,5,0
2 təkər ayri vermək cix asandir sagolun ki beləə oyun buraxmisiz,5,0
çox pis harda tupoy surucu var yolu tanimayan onlar sizdedirqiymetlerde munasib deyilbir sozle berbad biyabirciliq,1,13
əladı,5,0
təşəkkür peşəkar fəaliyyət üçün,5,7
tovsuye olunur,5,0
əla,5,0
əla,5,0
h lakin ,3,0
əla,5,0
mən abb nin xidmətini cox dəyərləndirirəm və oranın üzvü olduğumdan cox məmunam,5,0
1 proqrama girərkən kod yazanda təzdən kod yazma yerinə atır 23 dəfə yazdıqdan sonra girir 2 secure code istəyə görə proqramda və ya smsnən gəlsə yaxşı olar proqramdan rahat deyil mənə görə qəbul etmək nömrədən olsa rahat olar mənə görə 3 proqramda gecikmə var kontur vururam balansdan pul çıxır ama göstərmir nə qədər qaldığı 66 manat varsa 3 manat kontur vurdumsa 63 yox elə 66 da qalır çıx gir edəndə düzəlir 4 cashback limiti azaldısa yaxşı olar 10 m çoxdu 2 və ya 3 edilsə yaxşı olar,4,1
tətbiqiniz işləmir  daxil etdiyim məlumatları qəbul etmir və proqram gec işləyir donmalar olur nəzarət olunmayacaqsa  ümumiyyətlə bunu niyə yaratmısız,5,0
əyala,5,0
salam men bir kart elde etmek ucun ne etmeliyem mende kapital bank karti yoxdu is yerim yoxdu kart sifarisi nece azn dir,5,0
yaxşı,4,0
çox super,5,0
cox gozel ve mohtesem,5,0
yaxşıdı amma çarxın üstündə qeyd edin ki nə veriləcək,5,0
nəqliyyat kartınıda burdan m10 la artıra bilsəydik əla olardı,5,1
leo banki çox beyeniremçox serfeli bir bankdi,5,0
əla,5,0
proqram əladır mənə pulsuz vip versəz lap əla olar,5,20
yaxşıdır,4,0
salam birbankda menim bawqa hesablarimi yani kartlari nece gizlede bilerem zehmet olmasa cavablandirin,5,0
ela yükleyen kimi meqabayid verirler,5,0
"ela proqramdiherden sagla solu qariwdiriryungul duzeliwler etsez lap 
super olar",5,0
mennden elave safaris vermediyim unvana gore 8 azn pul cixildi ne derece duzgundur,1,0
əla,5,0
birkart üzrə ödənişlər düzgün qeyd edilmir,2,1
halal olaunbunu çıxardana buna 5  yox buqədər ulduz verirəm  çıxardanın canı sağ olsun çıxardana salamlar göndərirəm,5,0
gözəl proqramdı,4,0
könüllü,5,0
əla,5,0
çox yaxsidi amma bezen girmek olmur ondada adama eseb verir,5,0
seyfeli ve maraqlidir,5,0
lazim olan vaxti bidene masin olmur olandada naz eliyib gelmiller xais edirem tedbir giresiz,1,2
əladır,5,0
cox gozel,5,0
əvvəllər yaxşı idi,1,1
cox gozəl programdi,5,3
bu nedie her şeyi düz yazirsan sefdir deyir,1,0
əla,5,0
son guncellemeden sonra çox asibkalar verir,1,0
çox pis xidmət göstərilir  yazılandan artıq pul alırlar  kobud rəftar edirlər gözlədib sonra ləğv edirlər ,1,5
əla,5,0
pulsuz sms yalnız şəbəkədaxili 10 ədəddir şəbəkəxarici isə yoxdur qeyd edim ki yalnız nar şirkətində yoxdur başqa şirkətlərin hamısında var bunu nəzərə alsanız müştərilərimizi sevindirmiş olarsız əgər təkliflər və şikayətlərə baxılırsa təbii ki internet paketlərini qiymətini ucuzlaşdırın və dahada çox paket istifadə verin zəhmət olmasa,5,0
çox gozel proqramdı ay patruludakı radarıda görsedse lap super olar,5,1
axtardığımızı tapa bilirik ona görədə adı yaxşıdl tapaz,5,0
sərfəlidir amma rayonlarda da bu sistem keçərli olsa yaxşı olardı,1,0
öpürəm gözəldi,5,0
cox gozeldi ama pul yoxdu hecne almağa sadece baxram ,5,0
əla,5,0
əla,5,0
cox gozel,5,0
əladır ədv geri al olduğu üçün dahada əladır,5,0
sadəcə gecikmələr olur arada,5,0
çox gözəl proqramdır hər şey var,5,0
ela tetbiq,5,0
əla,5,0
əladı,5,0
əla,5,4
həfdədə bir dəfə fırlanırsan onuda ancaq sbervuzuq üçün verirçox pis,1,0
nie girmir nomre gelir uaziram alinmir komek ede bilersiz,3,0
salam men bu tetbigi gura bilmirem,2,0
çox gözel proqramdı her şeyi düz deyir her kese tövsiye edirem,5,0
xidmət işləmir,1,0
salam men qeydiyatdan keçirem ama çarx gelmir sebebin bilmey isderdim zehmet olmasa,4,0
əla,5,0
əla,5,0
cox gozel superrr,5,0
promo kod  həm sizə həm mənə xeir ,5,0
əladi,5,0
əla və əla,5,2
sikim ağzini cirix velsoped aldim gətirmədilər məhkəməyə vercəm,1,0
istədiyim oyun consoludur,4,2
əla,5,0
superdi bu proqram,5,0
çox yaxşı,5,0
cox qarisiq  2 gundu kesbekin yerini axtariram tapa bilmedim sildim azercelin a cart tetbiqi superdi kesbek hemen odenisin yaninda gorunur,2,2
digital karta köçürmə etmək olur,4,0
nömrəm yanıb parolu dəyişmək istiyirəm kömək edin,5,1
çox əla,5,0
çox bəyəndim tövsiyə edirəm,5,0
çox gözəl,5,0
en sevdiyim taksi şirketi,5,0
bilmirəm nə məsələdi,5,0
eveller uberden ucuz idiz indi uber sizi üsteleyib qiymetleeuniz bahalaşıb,1,26
əla,5,0
əmlak məsələləri dövlət komitəsinə təşəkkürlər belə bir program düzəltdikləri üçün,5,1
super proqramdır,5,0
təşəkkür,5,2
cox mohtesem bank mohtesem operator xidmeti yuksek seviyyede bank yaxsi ki varsan ureyimizsen leo ,5,0
əla,5,0
salam mən abb mobil tedbiqinden keşbek kart sifariş verdim lakin mənə xəbərdarlq gelməyibmən necə bilə bilərəmki mənə kart veriləcəy ya yox,5,0
çox yaxşı bəyənirəm,5,0
salam birbanq tetbiqini yuklemisem qeydiyyatdan kecmey ucun telime gelen sms yalnisligla silinib ne etmeliyem qeydiyyatdan kece bilmirem,1,0
ürəylərə yol tapırsız möhtəşəmsiz,4,0
çox gözəl praqramdi 1 man götürdüm qaydasi milliön de m10 na nomrenizi yazirsiz ve telfona mesaj gelir m10 tetbiqini yukleyirsiniz açirsiniz pul gelir,5,0
əla,5,0
rabitə bank sumqayıt fiali coh pis xidmət göstərdi düz 3 dəfə fərqli wekilde məni aldadıblar bu haqda filial mudurliyi aişen ekberliye məlumat verdikdə gedin 133 zəng edin dedi heç vecinede almadı buda rabitə bank kankret iwderi həyata keçənə kimidi soram problem yarananda heç yaxın durmurlar,1,14
teze sony xperia xzs telefonu almisam proqramda son anda 6 reqem gelib davam etmek isteyende davam et basiram hec reaksiya vermir by halda ne etmek olar,5,0
salam men edevden karta pul atmaq olmur nece edim komek eleyin xais,5,0
"əla xoşum gəldi inşallah gələcəkdə binaların səkili aydın şəkildə görünsə 
lap əla olar",5,7
superdi sadece bir problem odurki şirkət nömrələrinə göndərmək olmur balans,4,0
gözəl,5,0
gözəl,4,6
proqramist admiral geden gec acir,2,13
arada bir servis işləmir qalan çox yaxşı,3,0
əla,5,0
əla,5,0
cox gozel proqramdi her kese tovsiye edirem,5,0
bu qədər eziyet cekmisiz tətbiq hazrlamisiz duz əməlli işlesinde heç olmasa ömür boyu bu proqram da serverde problem oldu reklamlar çekince proqramı duzeldin,5,0
salam sms i necə aktiv edə bilərəm pul köçəndə sms gəlmir köməklik edərdiz zəhmət olmasa,3,0
yaxşıdı ucuzluqdu,3,0
yaxşı,4,0
internetsiz istifade,5,0
bu ne mundarriqdi 50 qepiklik internet goturdum 4 manat cixdi e ne şerefsiz mundar seylersiz,1,0
ela yanı söz ola bilməz,5,0
əla,5,0
əla,5,0
çox yaxşıdı,5,0
cox gozel,5,0
mən lalafoda 99 aftomobili satdım ona görədə 5 ulduz verdim,5,0
en yaxşisi ele budur,5,2
əla,5,0
çox təşəkkürler iba vaxta qenaet her emeliyyata nezaret var olun,5,0
əla,5,0
çox bəyəndm,5,0
əladır,5,0
10aznpro ilk yuklemede istifade edin endirim qazanin ,5,2
çox əla,5,0
superdiheç bir problem çıxmadıhamıya məsləhət görürəmpeşiman olmazsınız,5,0
əla,5,0
əla,5,0
çox gözel praqramdı ela,5,0
əla,1,0
sağolun gözəl proqramdir,5,0
eladi amma deqni mg ta ve ya tersine ceviren pul çıxmagnız duz deyil,5,0
5 manat kontur çıxırlar internet paketi açıq qaldı deyə heç istifadə olunmadığı halda,1,0
cox mükemmel proqramdi ne yaxşıki bunu fikirleşmisiz rahatciliginiz üçün yükleyin peşman olmazsiz xaiş edirik tez tez teleb edilen güncelleme problemini aradan qaldirin bu bizi ciddi şəkildə narahat edir,5,0
qəsək,1,0
əla,5,0
cox dadlı,5,0
əla,5,0
əla,5,0
coox sagolun coox razi qaldim inwallah davamli bucur olar qaydalariniz bol wanslar,5,0
salam mən bu tətbiqi silmişdim bilmədən indi yenidən yükləmişəmamma daxil ola bilmirəm köməy edərdiz zəhmət olmasa,5,2
tətbiqə daxil oluram qeydiyatdan keçmişəm xəttim açıqdır ama çarx gəlmir ortada olurdu həmişə ama indi gəlmir niyə belədi,1,0
salam men bu programa daxil ola bilmirem demek olarki butun gunu server cavab vermirbu ne demekdibu problemi duzeldin,1,0
yaxsi proqramdir,5,2
 əla kartım albalı plyus,5,1
pis deyil yaxşidi çox işimə yarıyır,5,1
əla,5,0
islemir praqram,1,0
əlatəşəkkürlər,5,0
çox rahat və sərfəli proqramdı təşəkkurlər,5,0
çox yaxşı əla,5,0
pis deyil,5,0
əla,5,0
bugun unibankda ishleyen turane xanim meslehet gordu bu proqrami meneumid edirem dediyi kimi ishime yariyacaq ,5,2
ela satmag isdediyvi rahat satıb almag isdediyvi rahat ala bilirsən hər kim fikirlewibse bunu allah köməyi olsun ,5,0
eladir,5,0
"mən bir dəfə yükləmişdim normal işləyirdi sonradan nəsə oldu işləmədi 
sildim təzədən yüklədim indi açılmır bilmirəm niyəheç proqrama girə 
bilmirəm",1,11
əladı,5,0
5 ulduza laiq proqramlatdan biride lalafodur,5,5
yaxşı işləmir yolda getdiyin yerdə tez tez marşutu dəyişirdi sildim,1,0
əla,5,0
əla,5,0
superdi tez satilir,5,0
cox faydali proqramdir,5,0
çox gözəl,5,0
çox yaxşı proqramdır,5,0
bolt çıxandan rahat gedib gəlirik,5,0
çox güncəllənmə istəyir,1,0
əla,5,0
əladır amma azərcelldəki kimi çarx gəlsə larda yaxşı olar,5,1
salam sayt çox superdi,5,0
yaxşıdır,5,0
qəşəng proqramdi amma gəncə şəhərində yoxdu sizdən istəyirəmki gəncə şəhərinidə yaddaşa salın,5,2
eladir her xidmet,1,0
şifrəmi unutmuşam hesabıma necə daxil ola bilərəm,5,0
çox gözəl proqramdır sadəcə hədiyyə olaraq verilən paketlərin saatı dəyişilsə daha gözəl olar məsələn saat 00000800 arası deyil 08000000 arası olarsa əla olar xahiş edirəm nəzərə alın təşəkkürlər,5,15
əladır 10 bal verirəm,5,0
əla xidmətdir,5,0
çox gözəldi,5,0
yaxşıdı ama kaş həftədə iki dəfə olardı ama yaxşıdı,5,5
çox əla proqramdır kapital bank kollektivinə təşəkkür edirəm daim uğurlar,5,1
qeydiyatdan kecmək olmur donur,1,0
bu proqram ço yaxşı proqramdı başqa proqaramlardan üsdün özeliyi ise bonus vermsidi süper proqramdı,1,0
salam hər çıxarılan məbləğdə niyə 1 manat tutulur,1,2
çox super,5,0
çox rahatdı,5,0
ala zibil kimi pox kimi belə şey olar sürücülər artıq pul istiyir siz onlara pul verində biz niye vermeliyik,5,0
kart sipariş etdim məxfi sözüdə yazdım xəta verir düzəldin bunu,1,0
ela praqramdi her kese tovsiye edirem,5,0
əladı,5,0
yaxşıdı amma həftədə bir dəfə olmağı pisdi,5,0
salam tetbiqi yüklədim şifrə şifrəni təsdiq et yerinə nə yazım,5,0
çox gözəl proqramdı,5,0
tək seçimim,5,1
çox əladır həqiqətən,5,0
tesekkurler bu programi yaratdiqiniz ucun,5,0
əla,5,0
əla,5,2
niye yukluye bilmirem xeta verir,5,0
əlamən başlıyan kimi 1 geqabayt qazandım,5,0
77ph 834 nömrəli taxinin sürücüsü sifarişi qəbul edib qarşılama yerini keçdiyini gördüyüm üçün zəng etdim gediləcək ünvanı soruşdu dedim danışığı bitirdikdən sonra mənə xəbərdarlıq etmədən sifarişi ləğv etdi iki azyaşlı uşaqla bu soyuqda yolun kənarında qaldıq,5,0
indi yaxşılaşıbtəşəkkür edirəm amma bir az da yaxşı olsun inşallah,1,3
ən yaxşısına layiqsiniz bakcell,5,0
əla,5,0
çox sağolun,5,0
əla çox rahat ödənişlər eləmək olur,5,1
internet ola ola niyə girmək olmur internet bağlantınızı yoxlayın deyir,1,1
sikim bu proqramı çıxardanın anasının amcığın,1,0
əla,5,0
buraxliş ili isləmir xais edirem güncəlləyin,2,6
salam sabahınız xeyir men yukledim indice 60 mb geldi başım cıxmır sonradan kontur cıxacaq nece başa duşmedim bu proqramı,5,0
təşəkkür,5,0
zərdab filialında yuklədiler melumat xidmeti emekdasi basa saldi,5,2
yaxşı,5,0
əla,5,0
əla tətbiqdir,5,0
pragramin içine sıçmısız azercellden bonusla balansi artiracam ede bilmirem nece edim birdeki güncelemme edende pragrami asanlaşdırın çetin elemiyin  gedin birez xarici dövletlerin nece iş görduyune baxin,1,10
ela proqramdir,5,0
əla,5,0
əla,5,0
elanlar pulsuz olsa ela olar birde ise duzeletmeden olmasa,4,3
tələdir,1,4
əla,5,0
samux filialı təşəkkürlər,5,0
salammən anlamıram nə ücün düzgün məlumat vermirsiniz mən yenicə balansa pul oturtmuşam mesaj gəlir kibalansınız yekunlaşır balansınıza pul ödəyin xahiş edirəm bu kimi yanlışlığa yol verməyin,5,186
bonus falanyoxdur camahatı aldatmayın,5,0
əla,5,0
əla çox razıyam,5,0
əladır,5,0
əladır,5,2
əla,5,1
cox gozel proqramdi yuklemeye deyer,5,1
gözəl,5,0
yaxsi ola bilersiz bundanda yaxsi,5,0
ela proqramdi ,5,0
çox gozel,5,0
əla amma internet tarif paketlərin qiymətin yendirsəs lap yaxşı olar,5,0
her kese salamnfs xidmeti yeniden berpa olunsa yaxwi olar,5,1
onlayn çat yoxdu düzəliş olunmalıdı,2,0
taksiler hec hereket etmir,1,0
eladir,5,0
əla,5,0
xirdalan catdirilmani ne zamanda edesiz,4,0
çox həddinnən artıx xəta baş verir,2,2
könüllü,5,1
cox pisdir taksi suruculər çagirirsan gəlir deyir mən ora getmirem zakazi leğv elə adama direşirlər neçə defe olub belə xaiş edirem nəzarət olunsun,1,3
əvvəlkindən daha yaxşı proqrami,5,0
əladır,5,0
arada bir az prablemler oluur balansima gelen pulu girsedmiir amma aradan qaldirilib indileo bank coix serfeli bankdi tdk edirem leoya,5,1
çox super,5,0
əla,5,0
əladır tövsüyə edirəm,5,0
çox gözlə praqramdı hamsa töfsiyə edrəm,5,2
çox superəla,5,0
mən azercell işlədirəm ən böyük səbəbim bizim əsgərlər qarabagda torpağ azad edilən gün azercell ora gedirdi qardaşım və necə əsgərlər öz ailələri ilə rahat danışırdı,5,0
yaxşı,4,0
heleki pis deyil xeyirli uqurlu olsun,5,0
yaxşi,5,0
yaxşıdı,4,0
pul köçürmələri zamanı hansısa 3d udate danışır onə deməkdir,5,0
həri,5,0
əladı,5,0
zibil kimi,1,2
əla,5,0
əla,1,0
hələ tam bələdçi deyiləm,4,0
çox gözəl programdır,5,0
əla,5,0
əla,5,1
salammən bir bank tətbiqini yüklədimnomrə ilə qeydiyyata keçib lazımi yaxiları yazdımancaq mənə belə bir şey gəldi bu tətbiq müvəqqəti olaraq işləmirmən bir neçə saat gözləyib yenə qeydiyyatdan keçdimlakin yenə də eyni cavab verildimən hətta səhəri gün də çalışdım yenə də cavab eyni idiindi mən nə etməliyəm,1,0
ya bu pis hədiyələr verir bisdi bu praqram elimdə ələc olsa 1 dənədə ulduz vermərəm 0 verəm,1,0
ay reklamları ilə ömrümüzə girən bolt rayonlarda sifariş var,1,0
təşəkkürlər,5,0
hər şey eladir,5,0
super çox rahatdı,5,0
bu nədi ədeve götürmür qeydiyatdan keçmir zəhmət olmasa bunu düzəldin,1,69
əla ,5,0
əla,5,0
mence cox gozel praqramdi mukemel,5,0
proqramın hər bir şeyi əladır,5,0
hələ indi yüklüyürəm baxmamışdan öncə təşəkkür edirəm rəylərə müraciətlərə yazılan cavabları məsuliyyəti görüb 5 ulduz verdim xidmətə görə çox sağ olun,5,1
əla,5,0
bir sözlə ifadə edə bilərəm sadəcə mükəmməl ,5,0
əla,5,0
əla,5,0
deməyə söz tapmıram,5,0
əla,5,1
çox gözəldi,5,0
çox donur,1,0
əladır,5,0
salam bu praqramda qarsda radarlari deyir,2,0
bəyənmirəm çox prablemi var dəyişəcəm,1,12
bundan başka bütün bank xidmətləri yalandır,5,0
təsəkur edirəm azercel kapnetinə,5,0
hesabaz bank ödənişlərinə 1 manat komissiya tutur amma epulaz heç bir komissiya tutmur azərbaycanda ən rahat və ən keyfiyyətli onlayn ödəmə sistemi epul proqramıdır,1,1
telefonda umico proqramında qeydiyyata düşmüş kartı necə çıxardıb başqa kartın kodunu yazmaq olartel nömrəsini yazanda köhnə itmiş kart gəlir,3,0
pis deyil,5,0
qadjinovruzlu,5,15
çox gozəldir,5,0
əvəllər gedişləri yaxşı ucuz sərfəli idi ini çox baha gedir,1,1
əla,5,0
gözəl proqramdır,3,4
mən 3 ədəd debet kart sifariş etmişəm hələ də gəlməyib artıq 10 gündən çoxdur,5,0
abb təşəkkürlər,5,0
çox əla tətbiqdir,5,0
əla müştəriyə sərf eleyir ama sürücülərə yox heyf,5,0
əladı,5,0
internet ola ola program xəta verir niyə düzəltmirsiz,1,0
əladı,5,4
əla ,5,0
indi yeniledim cox gozel olmuw yeni formati,5,0
yaxşı,4,0
cox gozel tetbiqdi,5,0
əla ,5,0
çox əla tətbiqidir,5,0
mükəmməl super,5,1
yaxşi proqramdi,5,0
çox gec açılır,2,1
bərbattsürücülər ağızlarının danışığını bilmirləryol boyu söyüş işlədirlərrahat hərəkət etmək olmur bolt ilə belə vəziyyətdə,1,1
hədiyyə çarxını necə aktiv edim işləmir,4,0
çox gözəl tətbiqidir azərbaycanın ilk və tək mobil operatoru bakcell,5,1
1 nomreli bankin proqrami cox pis adamnan can isteyir isleyene kimi,1,0
yene tetbiqe girmek olmur error gosterir,1,0
əla,5,0
salam bir dəfə suya pul ödədim karta köçmədi təzəlikcə tətbiqi sildim təzdən yüklədim parolu səf yazdım indi yazır ki kartınız bloklanıb necə edə bilərəm,2,0
yevlax filali,5,0
yükleme bilmirem,5,0
mercedec benz satiram qalemvagendi 90000azn dir,5,0
yaxşıdır,5,0
371z9 yazaraq 40 azn dəyərində pul qazanın,5,3
ela proqramdı,5,0
əla,5,0
deyişiklerde nömre deyişilmir,1,1
əla,5,0
upay ilə bağlı xəta alıram yeni kart əlavə et düyməsinə sıxıram ekrana xəta bildirişi çıxır ümumilə nfc ilə ödəniş xidməti aktivdir yoxsa hələ yox,4,0
selnet nə vaxt əlavə olunacaq,5,0
m10 super tetbiqdirçox beyeniremama kaş ki hypernet interner provayderi de gelerdiçox isterdim,5,1
